id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,color,quality,date_added
5554,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,white,slightly satisfied,2024-02-22
5555,10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,red,slightly dissatisfied,2023-07-05
5556,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,white,neutral,2022-03-20
5557,6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,white,neutral,2024-05-29
5558,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,white,neutral,2023-09-22
5559,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,white,neutral,2023-01-24
5560,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,white,neutral,2022-01-26
5561,7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,red,moderately dissatisfied,2023-07-01
5562,6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,white,neutral,2024-04-12
5563,6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,white,slightly satisfied,2022-12-03
5564,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,white,neutral,2023-01-10
5565,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,white,neutral,2024-05-26
5566,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,white,neutral,2023-01-30
5567,9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,red,slightly dissatisfied,2024-05-16
5568,5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,white,slightly dissatisfied,2024-01-16
5569,6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,white,slightly dissatisfied,2023-02-11
5570,7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,red,slightly satisfied,2022-08-21
5571,6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,white,slightly satisfied,2022-11-29
5572,7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,white,neutral,2023-06-21
5573,7.4,0.19,0.3,12.8,0.053,49,229,0.9986,3.14,0.49,9.1,white,slightly satisfied,2024-09-12
5574,6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,white,neutral,2022-01-19
5575,8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,white,slightly satisfied,2022-08-05
5576,9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,red,neutral,2023-04-19
5577,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,white,neutral,2022-04-12
5578,6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,white,neutral,2024-04-24
5579,6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,white,slightly dissatisfied,2024-04-22
5580,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,white,neutral,2023-10-11
5581,7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,red,neutral,2023-01-03
5582,6.7,0.11,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,white,neutral,2023-01-03
5583,6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,white,moderately satisfied,2024-01-25
5584,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,red,slightly satisfied,2024-08-30
5585,6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,white,neutral,2024-07-07
5586,10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,red,neutral,2023-06-26
5587,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,white,neutral,2022-07-18
5588,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,white,neutral,2023-05-12
5589,6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,white,neutral,2022-10-13
5590,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,white,neutral,2024-12-04
5591,7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,white,neutral,2023-05-15
5592,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,white,slightly satisfied,2022-10-09
5593,10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,white,moderately dissatisfied,2022-06-04
5594,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,white,slightly dissatisfied,2022-11-11
5595,10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,red,neutral,2022-10-08
5596,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,white,slightly dissatisfied,2022-07-27
5597,6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,white,slightly satisfied,2024-03-22
5598,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,white,slightly satisfied,2023-02-03
5599,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,white,neutral,2024-01-11
5600,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.73,white,slightly dissatisfied,2023-09-03
5601,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,white,slightly dissatisfied,2023-06-07
5602,6.4,0.46,0.22,14.7,0.047,51,183,0.99828,3.39,0.6,10.5,white,slightly dissatisfied,2024-10-29
5603,6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,white,neutral,2024-01-30
5604,12.8,0.62,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,red,slightly satisfied,2022-03-20
5605,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,white,slightly satisfied,2022-03-23
5606,6.9,0.77,0.18,2.4,0.243,6,48,0.99612,3.4,0.6,10.3,red,neutral,2022-09-07
5607,8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,white,neutral,2023-09-09
5608,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,white,slightly dissatisfied,2023-04-22
5609,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,red,slightly satisfied,2023-10-26
5610,6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,white,slightly satisfied,2024-05-24
5611,5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,white,slightly dissatisfied,2023-11-17
5612,8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3,white,slightly satisfied,2022-12-03
5613,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,white,slightly dissatisfied,2022-02-27
5614,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,white,neutral,2023-12-14
5615,7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,white,neutral,2023-07-25
5616,6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,red,slightly satisfied,2024-06-02
5617,7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,white,neutral,2022-05-28
5618,7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,white,neutral,2022-07-14
5619,7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,white,neutral,2024-05-07
5620,6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,white,neutral,2024-09-10
5621,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,white,neutral,2023-01-06
5622,6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,white,neutral,2022-09-25
5623,12.8,0.62,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,red,slightly satisfied,2024-03-10
5624,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,red,neutral,2022-12-07
5625,6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,red,neutral,2023-12-27
5626,5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,white,neutral,2024-06-13
5627,6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,red,neutral,2023-07-12
5628,7.7,0.78,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,red,slightly dissatisfied,2022-06-13
5629,7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,white,extremly satisfied,2022-12-11
5630,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,red,slightly dissatisfied,2024-01-13
5631,6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,white,moderately dissatisfied,2024-08-30
5632,7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,red,neutral,2024-10-22
5633,7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,red,slightly dissatisfied,2024-02-07
5634,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,white,neutral,2023-10-11
5635,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,white,neutral,2022-04-21
5636,5.5,0.32,0.13,1.3,0.037,45,156,0.99184,3.26,0.38,10.7,white,slightly dissatisfied,2023-06-05
5637,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,white,neutral,2022-01-19
5638,6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,red,slightly dissatisfied,2024-01-07
5639,6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,white,neutral,2024-04-11
5640,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,red,neutral,2023-11-30
5641,7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,white,moderately satisfied,2024-01-28
5642,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,white,neutral,2023-07-18
5643,8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,red,slightly dissatisfied,2023-05-23
5644,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,white,slightly dissatisfied,2024-10-12
5645,6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,white,neutral,2022-01-16
5646,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,white,neutral,2023-07-26
5647,6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,white,slightly dissatisfied,2024-12-07
5648,6.4,0.28,0.17,8.3,0.042,61,195,0.99577,3.22,0.46,9.4,white,slightly dissatisfied,2024-05-09
5649,5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,white,neutral,2024-06-08
5650,6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,white,slightly satisfied,2023-04-13
5651,7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,red,neutral,2023-12-19
5652,10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,red,slightly satisfied,2022-04-01
5653,6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,white,neutral,2023-03-27
5654,7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,white,neutral,2024-06-16
5655,6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6,white,neutral,2023-06-29
5656,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,red,slightly satisfied,2024-05-25
5657,6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,white,neutral,2024-04-16
5658,7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,white,slightly satisfied,2023-01-10
5659,8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,white,neutral,2024-11-07
5660,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,white,slightly satisfied,2023-10-07
5661,5.8,0.32,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,white,neutral,2022-04-22
5662,6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,white,slightly dissatisfied,2023-12-14
5663,10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,red,neutral,2023-12-30
5664,7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,white,neutral,2022-09-16
5665,7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,white,neutral,2022-09-21
5666,5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,white,neutral,2024-05-16
5667,7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,white,moderately dissatisfied,2022-10-02
5668,9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,red,neutral,2024-01-12
5669,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,white,slightly satisfied,2022-08-01
5670,7.1,0.37,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,white,slightly dissatisfied,2023-12-28
5671,8.3,0.71,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,red,slightly dissatisfied,2023-01-13
5672,6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,white,neutral,2023-01-07
5673,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,white,slightly satisfied,2022-12-26
5674,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,white,slightly satisfied,2022-04-04
5675,6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,white,slightly dissatisfied,2023-05-07
5676,5.6,0.7,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,white,slightly dissatisfied,2024-11-04
5677,5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,white,neutral,2023-03-30
5678,7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,white,slightly satisfied,2022-04-25
5679,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,red,slightly dissatisfied,2024-04-15
5680,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,white,slightly dissatisfied,2024-02-12
5681,7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,white,slightly dissatisfied,2022-02-27
5682,7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,red,slightly dissatisfied,2023-03-06
5683,6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,white,slightly satisfied,2024-06-30
5684,10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,red,slightly satisfied,2023-06-15
5685,6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,white,neutral,2022-08-26
5686,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,white,moderately satisfied,2024-09-03
5687,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,white,slightly dissatisfied,2023-06-18
5688,7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,white,slightly dissatisfied,2023-04-28
5689,13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,red,slightly satisfied,2022-04-27
5690,6.7,0.86,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,red,neutral,2022-06-17
5691,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,white,slightly dissatisfied,2022-09-30
5692,7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,white,neutral,2022-06-24
5693,6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,red,neutral,2024-05-18
5694,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,white,neutral,2022-03-08
5695,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,red,slightly dissatisfied,2022-08-12
5696,6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,white,slightly dissatisfied,2024-10-06
5697,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,white,slightly dissatisfied,2024-01-06
5698,8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,red,slightly dissatisfied,2024-11-03
5699,6,0.26,0.26,2.2,0.035,10,72,0.98947,3.11,0.48,12.15,white,neutral,2022-06-30
5700,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,white,slightly dissatisfied,2022-05-24
5701,10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,red,neutral,2022-07-20
5702,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,red,neutral,2024-04-28
5703,15.6,0.69,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,red,slightly satisfied,2024-01-12
5704,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,white,neutral,2022-10-03
5705,6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,white,slightly satisfied,2023-10-13
5706,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,white,neutral,2022-10-26
5707,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,white,extremly dissatisfied,2022-08-10
5708,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,red,neutral,2023-07-14
5709,7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,red,neutral,2024-09-05
5710,6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,white,neutral,2023-04-06
5711,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,white,slightly dissatisfied,2024-09-29
5712,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,red,neutral,2022-07-24
5713,6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,white,slightly dissatisfied,2022-08-23
5714,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,white,slightly satisfied,2023-05-31
5715,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,white,neutral,2022-10-20
5716,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,red,slightly dissatisfied,2024-06-30
5717,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,white,neutral,2024-08-08
5718,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,white,neutral,2024-03-19
5719,7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,white,neutral,2024-02-12
5720,8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,red,slightly satisfied,2024-08-06
5721,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,white,neutral,2023-11-30
5722,7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,red,slightly dissatisfied,2024-06-20
5723,8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,white,moderately dissatisfied,2022-11-29
5724,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,white,moderately dissatisfied,2022-03-07
5725,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,white,neutral,2024-02-22
5726,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,white,slightly satisfied,2024-07-10
5727,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,white,neutral,2022-02-23
5728,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,red,slightly dissatisfied,2024-10-25
5729,10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,red,neutral,2023-10-26
5730,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,white,neutral,2024-07-10
5731,9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,white,neutral,2023-08-15
5732,6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,white,slightly satisfied,2022-02-02
5733,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,white,slightly dissatisfied,2023-01-24
5734,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,red,neutral,2022-04-29
5735,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,white,slightly satisfied,2024-10-26
5736,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,white,slightly satisfied,2023-09-16
5737,7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,white,slightly satisfied,2024-04-23
5738,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,white,neutral,2023-07-23
5739,7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,white,neutral,2024-02-03
5740,6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,white,slightly dissatisfied,2023-09-02
5741,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,white,neutral,2022-09-28
5742,6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,white,slightly dissatisfied,2022-09-06
5743,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,white,slightly dissatisfied,2023-05-15
5744,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,white,neutral,2024-03-29
5745,6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45,white,neutral,2024-05-22
5746,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,white,slightly satisfied,2023-05-11
5747,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,white,neutral,2023-12-24
5748,8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,red,slightly dissatisfied,2024-09-23
5749,7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,white,neutral,2023-04-12
5750,13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,red,neutral,2023-01-10
5751,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,white,neutral,2023-11-09
5752,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,white,slightly dissatisfied,2023-08-08
5753,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,red,slightly dissatisfied,2023-09-12
5754,6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,white,slightly satisfied,2022-03-19
5755,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,white,slightly satisfied,2024-05-29
5756,12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,red,neutral,2023-12-14
5757,5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,white,slightly satisfied,2024-05-02
5758,8.5,0.66,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,red,slightly dissatisfied,2024-01-30
5759,6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,red,neutral,2024-10-24
5760,7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,white,neutral,2023-02-14
5761,6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,red,neutral,2024-04-25
5762,8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,red,slightly dissatisfied,2024-06-20
5763,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,white,neutral,2022-12-18
5764,7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,red,slightly dissatisfied,2023-06-08
5765,11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,red,neutral,2022-11-19
5766,6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,white,slightly dissatisfied,2024-04-16
5767,5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,red,moderately satisfied,2023-11-26
5768,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,white,neutral,2022-07-03
5769,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,white,neutral,2022-04-11
5770,6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,white,neutral,2022-06-16
5771,7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,red,slightly satisfied,2023-04-03
5772,7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,white,slightly satisfied,2023-05-24
5773,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,white,slightly satisfied,2024-07-15
5774,6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,white,neutral,2024-03-01
5775,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,white,neutral,2023-09-12
5776,7.6,0.29,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,white,slightly dissatisfied,2024-08-29
5777,6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,white,slightly dissatisfied,2022-04-08
5778,6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1,white,moderately satisfied,2023-03-26
5779,10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,red,neutral,2024-04-30
5780,6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,white,neutral,2023-08-21
5781,6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,white,slightly dissatisfied,2022-08-02
5782,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,white,slightly dissatisfied,2023-09-04
5783,6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,white,slightly dissatisfied,2022-06-22
5784,8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,white,slightly dissatisfied,2024-05-28
5785,6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,white,slightly dissatisfied,2022-04-17
5786,7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,red,extremly dissatisfied,2024-07-22
5787,6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,white,slightly satisfied,2022-03-11
5788,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,white,slightly satisfied,2024-03-14
5789,6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,red,slightly dissatisfied,2023-12-26
